truckid,driverid,event,city,state,velocity,event_ind,idling_ind
A91,A91,normal,Apple Valley,California,16,0,0
A15,A15,normal,Aptos,California,35,0,0
A37,A37,normal,Willits,California,22,0,0
A91,A91,normal,Homeland,California,45,0,0
A2,A2,normal,San Dimas,California,43,0,0
A64,A64,unsafe following distance,Willits,California,55,1,0
A13,A13,normal,Palmdale,California,58,0,0
A94,A94,normal,Holtville,California,63,0,0
A62,A62,normal,Santa Rosa,California,23,0,0
A63,A63,normal,Santa Rosa,California,32,0,0
A43,A43,normal,Gilroy,California,15,0,0
A51,A51,overspeed,Modesto,California,91,1,0
A85,A85,normal,Willits,California,42,0,0
A77,A77,normal,Glendora,California,67,0,0
A17,A17,normal,Stockton,California,0,0,1
A65,A65,normal,Fresno,California,73,0,0
A86,A86,normal,La Palma,California,48,0,0
A58,A58,normal,San Francisco,California,54,0,0
A86,A86,unsafe following distance,Klamath,California,0,1,1
A49,A49,normal,Redding,California,27,0,0
A42,A42,normal,Aptos,California,65,0,0
A84,A84,normal,Santa Rosa,California,69,0,0
A77,A77,normal,Bakersfield,California,0,0,1
A41,A41,normal,Stockton,California,0,0,1
A93,A93,normal,Antelope,California,39,0,0
A52,A52,normal,Cloverdale,California,57,0,0
A19,A19,normal,San Diego,California,31,0,0
A47,A47,normal,Aptos,California,31,0,0
A70,A70,normal,Markleeville,California,51,0,0
A84,A84,unsafe following distance,Apple Valley,California,40,1,0
A88,A88,normal,Aptos,California,16,0,0
A51,A51,normal,Palmdale,California,0,0,1
A55,A55,normal,Palmdale,California,56,0,0
A17,A17,normal,Jacumba,California,15,0,0
A48,A48,normal,Roseville,California,71,0,0
A91,A91,normal,Santa Paula,California,68,0,0
A83,A83,normal,Santa Paula,California,45,0,0
A60,A60,normal,Palo Alto,California,75,0,0
A69,A69,normal,Willits,California,39,0,0
A6,A6,normal,San Dimas,California,0,0,1
A62,A62,normal,Knightsen,California,58,0,0
A38,A38,normal,Santa Rosa,California,33,0,0
A100,A100,normal,San Diego,California,0,0,1
A7,A7,normal,Apple Valley,California,39,0,0
A24,A24,normal,Lodi,California,58,0,0
A35,A35,normal,Santa Rosa,California,0,0,1
A30,A30,normal,Redding,California,42,0,0
A27,A27,normal,Santa Rosa,California,18,0,0
A16,A16,normal,Knightsen,California,36,0,0
A19,A19,normal,Willits,California,41,0,0
A74,A74,normal,Modesto,California,20,0,0
A89,A89,normal,San Francisco,California,36,0,0
A47,A47,normal,Oceano,California,75,0,0
A69,A69,normal,Occidental,California,38,0,0
A61,A61,normal,Apple Valley,California,34,0,0
A3,A3,normal,Santa Rosa,California,60,0,0
A21,A21,normal,Santa Rosa,California,16,0,0
A17,A17,normal,Roseville,California,22,0,0
A75,A75,normal,San Quentin,California,0,0,1
A65,A65,normal,Aptos,California,19,0,0
A20,A20,normal,Markleeville,California,0,0,1
A93,A93,normal,Santa Rosa,California,35,0,0
A83,A83,normal,San Quentin,California,50,0,0
A15,A15,normal,La Quinta,California,27,0,0
A17,A17,normal,Lodi,California,46,0,0
A19,A19,normal,Apple Valley,California,27,0,0
A12,A12,normal,Knightsen,California,27,0,0
A97,A97,normal,Aptos,California,0,0,1
A40,A40,normal,Santa Monica,California,48,0,0
A4,A4,normal,Santa Rosa,California,40,0,0
A59,A59,normal,San Diego,California,0,0,1
A35,A35,normal,Santa Rosa,California,0,0,1
A79,A79,normal,Santa Rosa,California,28,0,0
A31,A31,normal,Marysville,California,22,0,0
A39,A39,normal,San Pablo,California,36,0,0
A100,A100,normal,San Diego,California,0,0,1
A2,A2,normal,San Quentin,California,61,0,0
A74,A74,normal,Modesto,California,0,0,1
A18,A18,normal,Apple Valley,California,0,0,1
A3,A3,normal,Palo Cedro,California,27,0,0
A72,A72,normal,Homeland,California,37,0,0
A14,A14,normal,Isleton,California,66,0,0
A34,A34,normal,Willits,California,73,0,0
A89,A89,normal,Antelope,California,31,0,0
A67,A67,normal,Stockton,California,37,0,0
A62,A62,normal,Knightsen,California,36,0,0
A81,A81,normal,Mariposa,California,0,0,1
A96,A96,overspeed,Occidental,California,88,1,0
A30,A30,normal,La Quinta,California,15,0,0
A96,A96,normal,Apple Valley,California,46,0,0
A45,A45,normal,Stockton,California,45,0,0
A14,A14,normal,Apple Valley,California,64,0,0
A78,A78,normal,Oceano,California,0,0,1
A27,A27,normal,Santa Rosa,California,55,0,0
A87,A87,normal,Apple Valley,California,32,0,0
A61,A61,normal,Willits,California,37,0,0
A25,A25,normal,Irvine,California,18,0,0
A81,A81,normal,San Pablo,California,55,0,0
A21,A21,normal,Oceanside,California,0,0,1
A63,A63,normal,La Palma,California,0,0,1
A70,A70,normal,Arbuckle,California,73,0,0
A13,A13,normal,Antelope,California,0,0,1
A99,A99,normal,Apple Valley,California,51,0,0
A6,A6,normal,Stockton,California,47,0,0
A26,A26,normal,Martinez,California,67,0,0
A37,A37,normal,Apple Valley,California,66,0,0
A20,A20,normal,Arbuckle,California,0,0,1
A39,A39,normal,Willits,California,0,0,1
A78,A78,normal,Santa Rosa,California,58,0,0
A49,A49,normal,Ojai,California,0,0,1
A10,A10,normal,Willits,California,60,0,0
A95,A95,normal,San Francisco,California,21,0,0
A15,A15,normal,La Quinta,California,43,0,0
A44,A44,normal,Willits,California,27,0,0
A64,A64,normal,Stockton,California,70,0,0
A64,A64,normal,San Quentin,California,0,0,1
A64,A64,normal,Apple Valley,California,0,0,1
A41,A41,normal,La Palma,California,37,0,0
A33,A33,normal,Stockton,California,31,0,0
A38,A38,normal,Willits,California,41,0,0
A9,A9,normal,Palmdale,California,60,0,0
A2,A2,normal,Irvine,California,37,0,0
A85,A85,normal,Marysville,California,45,0,0
A91,A91,normal,Apple Valley,California,66,0,0
A93,A93,normal,Aptos,California,65,0,0
A78,A78,normal,Napa,California,21,0,0
A23,A23,unsafe following distance,Mariposa,California,73,1,0
A21,A21,normal,Antelope,California,36,0,0
A76,A76,normal,Isleton,California,0,0,1
A8,A8,normal,Knightsen,California,54,0,0
A76,A76,normal,Homeland,California,39,0,0
A81,A81,normal,Mariposa,California,21,0,0
A58,A58,normal,Bakersfield,California,18,0,0
A85,A85,normal,Santa Rosa,California,56,0,0
A26,A26,normal,Apple Valley,California,34,0,0
A55,A55,normal,La Palma,California,37,0,0
A84,A84,normal,La Quinta,California,0,0,1
A93,A93,normal,San Dimas,California,0,0,1
A78,A78,normal,Markleeville,California,21,0,0
A80,A80,normal,Palo Cedro,California,25,0,0
A93,A93,normal,Modesto,California,62,0,0
A48,A48,normal,Irvine,California,62,0,0
A2,A2,lane departure,Arbuckle,California,24,1,0
A58,A58,normal,Bakersfield,California,0,0,1
A57,A57,normal,La Quinta,California,71,0,0
A57,A57,normal,Santa Rosa,California,23,0,0
A63,A63,normal,San Fernando,California,0,0,1
A77,A77,normal,San Diego,California,75,0,0
A80,A80,normal,La Quinta,California,68,0,0
A81,A81,normal,Marysville,California,63,0,0
A53,A53,normal,Santa Rosa,California,31,0,0
A14,A14,overspeed,San Quentin,California,89,1,0
A22,A22,normal,Willits,California,0,0,1
A21,A21,normal,Oceanside,California,73,0,0
A95,A95,normal,Martinez,California,0,0,1
A9,A9,normal,Antelope,California,0,0,1
A95,A95,normal,Willits,California,69,0,0
A26,A26,normal,Willits,California,0,0,1
A81,A81,normal,Bakersfield,California,40,0,0
A13,A13,normal,Irvine,California,57,0,0
A66,A66,normal,Santa Rosa,California,47,0,0
A11,A11,normal,Palo Cedro,California,50,0,0
A81,A81,normal,Antelope,California,60,0,0
A59,A59,normal,Palmdale,California,75,0,0
A51,A51,normal,Hollister,California,56,0,0
A14,A14,normal,Stockton,California,67,0,0
A50,A50,normal,Santa Rosa,California,19,0,0
A13,A13,normal,Palmdale,California,72,0,0
A30,A30,normal,Santa Rosa,California,17,0,0
A31,A31,normal,Willits,California,31,0,0
A19,A19,normal,Santa Rosa,California,0,0,1
A64,A64,normal,Willits,California,16,0,0
A85,A85,normal,Santa Rosa,California,58,0,0
A21,A21,normal,San Fernando,California,16,0,0
A2,A2,normal,Oceanside,California,46,0,0
A18,A18,normal,Apple Valley,California,16,0,0
A51,A51,normal,San Dimas,California,0,0,1
A88,A88,normal,Bakersfield,California,21,0,0
A62,A62,normal,Modesto,California,16,0,0
A71,A71,overspeed,San Dimas,California,100,1,0
A7,A7,normal,Santa Rosa,California,27,0,0
A75,A75,normal,Holtville,California,0,0,1
A99,A99,normal,Martinez,California,54,0,0
A60,A60,normal,Isleton,California,25,0,0
A6,A6,normal,Cloverdale,California,0,0,1
A18,A18,normal,San Quentin,California,47,0,0
A56,A56,normal,Palo Alto,California,21,0,0
A61,A61,normal,Willits,California,51,0,0
A7,A7,overspeed,Santa Rosa,California,81,1,0
A56,A56,normal,Palo Alto,California,68,0,0
A34,A34,normal,Aptos,California,53,0,0
A76,A76,normal,Martinez,California,37,0,0
A14,A14,normal,Stockton,California,0,0,1
A4,A4,normal,Marysville,California,75,0,0
A74,A74,normal,Hollister,California,55,0,0
A2,A2,normal,Irvine,California,47,0,0
A52,A52,normal,San Fernando,California,31,0,0
A63,A63,normal,Willits,California,0,0,1
A69,A69,normal,Mariposa,California,27,0,0
A34,A34,normal,Knights Landing,California,42,0,0
A85,A85,normal,San Pablo,California,47,0,0
A13,A13,normal,Stockton,California,55,0,0
A70,A70,normal,San Dimas,California,40,0,0
A30,A30,normal,Ojai,California,0,0,1
A12,A12,normal,Antelope,California,66,0,0
A42,A42,normal,Aptos,California,0,0,1
A14,A14,normal,Apple Valley,California,40,0,0
A92,A92,normal,Santa Rosa,California,50,0,0
A50,A50,normal,San Diego,California,0,0,1
A89,A89,normal,San Pablo,California,75,0,0
A12,A12,normal,Aptos,California,54,0,0
A68,A68,overspeed,Martinez,California,81,1,0
A68,A68,normal,Isleton,California,25,0,0
A60,A60,normal,Santa Rosa,California,31,0,0
A40,A40,unsafe tail distance,Santa Monica,California,46,1,0
A90,A90,normal,Arbuckle,California,70,0,0
A86,A86,unsafe following distance,Lodi,California,68,1,0
A77,A77,normal,Willits,California,54,0,0
A70,A70,normal,Aptos,California,51,0,0
A76,A76,normal,Homeland,California,41,0,0
A77,A77,normal,Santa Rosa,California,53,0,0
A69,A69,normal,Aptos,California,0,0,1
A87,A87,normal,San Dimas,California,48,0,0
A75,A75,normal,Irvine,California,33,0,0
A47,A47,normal,Oceano,California,56,0,0
A76,A76,normal,Martinez,California,63,0,0
A85,A85,normal,Willits,California,20,0,0
A95,A95,unsafe tail distance,Isleton,California,53,1,0
A78,A78,normal,Markleeville,California,70,0,0
A62,A62,normal,Santa Maria,California,27,0,0
A27,A27,normal,Rough and Ready,California,41,0,0
A54,A54,normal,Mariposa,California,0,0,1
A35,A35,normal,Santa Rosa,California,66,0,0
A90,A90,normal,Jacumba,California,0,0,1
A59,A59,normal,Modesto,California,40,0,0
A56,A56,normal,La Puente,California,56,0,0
A86,A86,normal,Antelope,California,0,0,1
A99,A99,normal,Ukiah,California,31,0,0
A32,A32,normal,Palmdale,California,0,0,1
A76,A76,normal,San Francisco,California,35,0,0
A62,A62,normal,Modesto,California,44,0,0
A12,A12,normal,Antelope,California,24,0,0
A62,A62,normal,Antelope,California,53,0,0
A15,A15,normal,Willits,California,70,0,0
A69,A69,normal,San Diego,California,43,0,0
A49,A49,normal,Apple Valley,California,64,0,0
A96,A96,normal,Occidental,California,17,0,0
A100,A100,normal,Apple Valley,California,16,0,0
A41,A41,normal,Willits,California,29,0,0
A51,A51,normal,Lodi,California,0,0,1
A16,A16,normal,Knightsen,California,0,0,1
A13,A13,normal,Willits,California,0,0,1
A51,A51,unsafe following distance,Lodi,California,24,1,0
A83,A83,normal,Goleta,California,53,0,0
A88,A88,normal,Santa Rosa,California,0,0,1
A90,A90,normal,Antelope,California,34,0,0
A2,A2,normal,Kneeland,California,42,0,0
A70,A70,normal,Santa Rosa,California,75,0,0
A21,A21,normal,Glen Ellen,California,39,0,0
A98,A98,normal,Antelope,California,54,0,0
A66,A66,normal,Hollister,California,55,0,0
A15,A15,normal,Santa Rosa,California,16,0,0
A27,A27,normal,Marysville,California,19,0,0
A29,A29,normal,Irvine,California,55,0,0
A20,A20,normal,Arbuckle,California,0,0,1
A69,A69,normal,San Diego,California,0,0,1
A77,A77,normal,Bakersfield,California,60,0,0
A95,A95,normal,Isleton,California,53,0,0
A56,A56,normal,San Dimas,California,60,0,0
A46,A46,normal,Santa Rosa,California,22,0,0
A7,A7,normal,Santa Rosa,California,56,0,0
A92,A92,normal,Occidental,California,22,0,0
A8,A8,normal,San Francisco,California,55,0,0
A91,A91,normal,Palo Alto,California,60,0,0
A46,A46,normal,Glendora,California,46,0,0
A48,A48,normal,Glen Ellen,California,61,0,0
A13,A13,normal,Antelope,California,60,0,0
A10,A10,normal,Palo Alto,California,40,0,0
A85,A85,normal,Modesto,California,65,0,0
A42,A42,normal,Willits,California,54,0,0
A72,A72,normal,Santa Rosa,California,0,0,1
A99,A99,normal,Apple Valley,California,0,0,1
A15,A15,normal,Palo Cedro,California,74,0,0
A48,A48,normal,Goleta,California,74,0,0
A61,A61,normal,Santa Rosa,California,0,0,1
A67,A67,normal,Willits,California,36,0,0
A25,A25,normal,Cloverdale,California,54,0,0
A52,A52,normal,Glen Ellen,California,0,0,1
A24,A24,normal,Markleeville,California,73,0,0
A38,A38,normal,Santa Rosa,California,64,0,0
A68,A68,normal,Homeland,California,0,0,1
A38,A38,normal,Santa Rosa,California,55,0,0
A53,A53,normal,Santa Rosa,California,56,0,0
A87,A87,normal,Isleton,California,25,0,0
A55,A55,normal,Palmdale,California,0,0,1
A22,A22,normal,Santa Rosa,California,60,0,0
A35,A35,normal,Santa Maria,California,23,0,0
A54,A54,normal,Santa Rosa,California,59,0,0
A4,A4,normal,Santa Rosa,California,25,0,0
A6,A6,normal,San Dimas,California,43,0,0
A36,A36,normal,Palmdale,California,0,0,1
A10,A10,normal,Palo Alto,California,58,0,0
A76,A76,normal,Santa Rosa,California,43,0,0
A39,A39,normal,Arbuckle,California,0,0,1
A48,A48,normal,Roseville,California,0,0,1
A77,A77,normal,Marysville,California,0,0,1
A60,A60,normal,La Puente,California,60,0,0
A86,A86,normal,Stockton,California,48,0,0
A67,A67,normal,Holtville,California,59,0,0
A60,A60,normal,Santa Rosa,California,48,0,0
A80,A80,normal,Santa Rosa,California,70,0,0
A7,A7,normal,Santa Rosa,California,25,0,0
A81,A81,normal,Marysville,California,53,0,0
A76,A76,normal,La Palma,California,47,0,0
A15,A15,normal,Willits,California,71,0,0
A50,A50,normal,Mariposa,California,0,0,1
A95,A95,normal,Ojai,California,37,0,0
A22,A22,normal,Apple Valley,California,0,0,1
A34,A34,normal,Apple Valley,California,64,0,0
A12,A12,normal,Santa Rosa,California,23,0,0
A51,A51,normal,Hollister,California,29,0,0
A11,A11,normal,Palo Cedro,California,36,0,0
A39,A39,normal,San Pablo,California,0,0,1
A46,A46,normal,San Diego,California,59,0,0
A26,A26,normal,Ukiah,California,37,0,0
A31,A31,normal,Arbuckle,California,54,0,0
A24,A24,normal,Santa Rosa,California,0,0,1
A95,A95,normal,Apple Valley,California,0,0,1
A47,A47,normal,Antelope,California,0,0,1
A88,A88,normal,Knights Landing,California,0,0,1
A37,A37,normal,Apple Valley,California,30,0,0
A65,A65,normal,Santa Rosa,California,61,0,0
A41,A41,normal,Isleton,California,16,0,0
A7,A7,normal,Ojai,California,40,0,0
A21,A21,normal,Holtville,California,49,0,0
A73,A73,unsafe following distance,Occidental,California,23,1,0
A64,A64,normal,Willits,California,55,0,0
A35,A35,normal,San Francisco,California,58,0,0
A28,A28,normal,Stockton,California,62,0,0
A73,A73,normal,Santa Rosa,California,22,0,0
A43,A43,normal,Knightsen,California,67,0,0
A51,A51,normal,San Dimas,California,46,0,0
A82,A82,normal,Markleeville,California,29,0,0
A83,A83,normal,Palo Alto,California,0,0,1
A9,A9,normal,Stockton,California,39,0,0
A75,A75,normal,San Dimas,California,0,0,1
A70,A70,normal,Aptos,California,42,0,0
A100,A100,normal,Bakersfield,California,63,0,0
A69,A69,normal,Apple Valley,California,0,0,1
A23,A23,normal,Mariposa,California,40,0,0
A41,A41,normal,Apple Valley,California,31,0,0
A35,A35,normal,San Pablo,California,27,0,0
A32,A32,normal,Stockton,California,75,0,0
A87,A87,unsafe tail distance,Santa Rosa,California,45,1,0
A79,A79,normal,Cloverdale,California,16,0,0
A65,A65,normal,Apple Valley,California,0,0,1
A24,A24,normal,San Dimas,California,37,0,0
A95,A95,normal,La Palma,California,75,0,0
A94,A94,normal,Willits,California,60,0,0
A70,A70,normal,Modesto,California,34,0,0
A46,A46,normal,Bakersfield,California,40,0,0
A58,A58,normal,Modesto,California,17,0,0
A49,A49,lane departure,Apple Valley,California,45,1,0
A64,A64,normal,Homeland,California,0,0,1
A26,A26,normal,Santa Rosa,California,0,0,1
A45,A45,normal,Willits,California,66,0,0
A93,A93,unsafe tail distance,Modesto,California,15,1,0
A24,A24,normal,Lodi,California,26,0,0
A70,A70,normal,San Dimas,California,42,0,0
A76,A76,normal,Santa Rosa,California,28,0,0
A84,A84,normal,San Fernando,California,15,0,0
A98,A98,normal,Arbuckle,California,0,0,1
A69,A69,normal,Fresno,California,47,0,0
A42,A42,normal,La Quinta,California,33,0,0
A67,A67,lane departure,Santa Rosa,California,0,1,1
A27,A27,normal,Santa Rosa,California,0,0,1
A66,A66,normal,Arbuckle,California,65,0,0
A91,A91,normal,San Quentin,California,62,0,0
A86,A86,normal,Santa Monica,California,43,0,0
A14,A14,normal,Kneeland,California,19,0,0
A61,A61,normal,Bakersfield,California,0,0,1
A17,A17,normal,Stockton,California,19,0,0
A94,A94,normal,Holtville,California,0,0,1
A8,A8,normal,Santa Rosa,California,0,0,1
A93,A93,normal,San Pablo,California,31,0,0
A18,A18,normal,Santa Rosa,California,38,0,0
A19,A19,normal,Aptos,California,0,0,1
A33,A33,normal,San Dimas,California,60,0,0
A96,A96,normal,San Diego,California,70,0,0
A33,A33,normal,Jacumba,California,61,0,0
A23,A23,normal,Rough and Ready,California,22,0,0
A63,A63,normal,Klamath,California,0,0,1
A50,A50,unsafe tail distance,Glendora,California,15,1,0
A50,A50,normal,San Pablo,California,31,0,0
A8,A8,normal,San Pablo,California,0,0,1
A23,A23,normal,Occidental,California,60,0,0
A67,A67,normal,Lodi,California,42,0,0
A85,A85,normal,Marysville,California,48,0,0
A14,A14,normal,Isleton,California,33,0,0
A80,A80,normal,Willits,California,48,0,0
A37,A37,normal,Willits,California,57,0,0
A78,A78,normal,Gilroy,California,58,0,0
A41,A41,normal,Santa Rosa,California,60,0,0
A64,A64,normal,Willits,California,75,0,0
A45,A45,normal,Santa Rosa,California,39,0,0
A3,A3,normal,Redding,California,0,0,1
A84,A84,normal,Willits,California,16,0,0
A36,A36,normal,Lodi,California,42,0,0
A100,A100,normal,Rough and Ready,California,0,0,1
A11,A11,unsafe following distance,Aptos,California,0,1,1
A83,A83,normal,Isleton,California,27,0,0
A39,A39,normal,San Pablo,California,75,0,0
A54,A54,normal,Willits,California,44,0,0
A99,A99,normal,Apple Valley,California,56,0,0
A8,A8,normal,Antelope,California,34,0,0
A65,A65,normal,San Diego,California,50,0,0
A60,A60,normal,San Dimas,California,44,0,0
A77,A77,normal,Rough and Ready,California,28,0,0
A60,A60,normal,San Dimas,California,44,0,0
A91,A91,normal,Willits,California,58,0,0
A56,A56,normal,Santa Paula,California,43,0,0
A100,A100,normal,Occidental,California,62,0,0
A67,A67,normal,Irvine,California,27,0,0
A8,A8,normal,Santa Rosa,California,0,0,1
A48,A48,normal,Cloverdale,California,0,0,1
A7,A7,normal,Santa Rosa,California,61,0,0
A43,A43,normal,Antelope,California,16,0,0
A30,A30,normal,Martinez,California,0,0,1
A25,A25,normal,Oceanside,California,50,0,0
A33,A33,normal,Apple Valley,California,54,0,0
A62,A62,normal,Santa Rosa,California,66,0,0
A67,A67,normal,Irvine,California,31,0,0
A56,A56,normal,Stockton,California,51,0,0
A34,A34,normal,La Quinta,California,46,0,0
A54,A54,normal,Willits,California,17,0,0
A33,A33,normal,Goleta,California,75,0,0
A49,A49,normal,Ojai,California,75,0,0
A13,A13,normal,Irvine,California,31,0,0
A14,A14,normal,Palo Alto,California,70,0,0
A73,A73,normal,Aptos,California,66,0,0
A24,A24,normal,Markleeville,California,59,0,0
A17,A17,normal,San Fernando,California,55,0,0
A72,A72,normal,La Palma,California,0,0,1
A44,A44,normal,San Fernando,California,0,0,1
